,id,epoch,val_acc,val_loss,test_acc,test_loss,nprotos
0,run-0,0,0.7580796987762787,0.6841653206131675,0.7593347976153122,0.7060043757612054,2
1,run-0,1,0.7803577031691246,0.6071881055831909,0.7728271101349231,0.6333892995660956,2
2,run-0,2,0.7869469720740508,0.6021699742837385,0.7828679008471917,0.6325269937515259,2
3,run-0,3,0.7947913398180106,0.5925123827023939,0.7932224662692187,0.6131406643173911,2
4,run-0,4,0.8060872293693129,0.5617381767793135,0.8029494822717289,0.5776688402349298,2
5,run-0,5,0.8164417947913398,0.5181649029254913,0.814245371823031,0.5316651084206321,2
6,run-0,6,0.8311892061499843,0.48910270495848224,0.8252274866645748,0.49597628821026196,2
7,run-0,7,0.8340131785378099,0.4827160266312686,0.8311892061499843,0.493365615606308,2
8,run-0,8,0.8324443049890179,0.4910720478404652,0.8318167555695011,0.5014974176883698,2
9,run-0,9,0.8336994038280514,0.48563903841105377,0.8340131785378099,0.4898429377512498,2
10,run-0,10,0.8393473486037025,0.46899052641608496,0.834954502667085,0.46876371990550647,2
11,run-0,11,0.8402886727329777,0.45260313695127313,0.8377784750549105,0.4555101692676544,2
12,run-0,12,0.8424850957012865,0.43588081815026025,0.8393473486037025,0.4364067316055298,2
13,run-0,13,0.8446815186695952,0.4313197000460191,0.839661123313461,0.42740206014026294,2
14,run-0,14,0.8440539692500785,0.4334548386660489,0.84374019454032,0.4326257814060558,2
15,run-0,15,0.8440539692500785,0.4370638430118561,0.8456228427988705,0.4299801913174716,2
16,run-0,16,0.8431126451208033,0.43819836323911493,0.8459366175086288,0.43114162575114856,2
17,run-0,17,0.8415437715720113,0.43444736437364057,0.8459366175086288,0.4269722212444652,2
18,run-0,18,0.8409162221524945,0.4313383806835521,0.8478192657671791,0.430641997944225,2
19,run-1,0,0.7734546595544399,0.7593350843949751,0.7624725447128962,0.8151534579016946,2
20,run-1,1,0.7973015374960778,0.605222076177597,0.7897709444618763,0.6152731126004999,2
21,run-1,2,0.7935362409789771,0.5770871964367953,0.7922811421399435,0.584468278017911,2
22,run-1,3,0.7935362409789771,0.5667983564463529,0.7957326639472858,0.5768646814606406,2
23,run-1,4,0.8001255098839034,0.5554591444405642,0.8010668340131786,0.5768190893259916,2
24,run-1,5,0.8095387511766552,0.5576338280331005,0.8092249764668967,0.5706590468233282,2
25,run-1,6,0.8252274866645748,0.5437968102368441,0.8211484154377158,0.5510221015323292,2
26,run-1,7,0.8308754314402259,0.5114478333429857,0.8293065578914339,0.524178908629851,2
27,run-1,8,0.8362096015061186,0.4893610125238245,0.8274239096328836,0.502213096076792,2
28,run-1,9,0.8384060244744274,0.4739053330638192,0.8343269532475682,0.48216779123653064,2
29,run-1,10,0.8352682773768434,0.4637259922244332,0.834954502667085,0.465854213996367,2
30,run-1,11,0.838092249764669,0.4623146924105557,0.8371509256353938,0.46495887637138367,2
31,run-1,12,0.8374647003451522,0.46055534752932464,0.838092249764669,0.45801381360400806,2
32,run-1,13,0.8368371509256354,0.4515259157527577,0.8384060244744274,0.45200898159633984,2
33,run-1,14,0.8384060244744274,0.44199150800704956,0.8440539692500785,0.4382854537530379,2
34,run-2,0,0.7565108252274867,0.6994163393974304,0.7618449952933793,0.710211152380163,2
35,run-2,1,0.7932224662692187,0.5955032706260681,0.7900847191716348,0.6123016693375327,2
36,run-2,2,0.7963602133668026,0.5676558803428303,0.7922811421399435,0.5838318575512279,2
37,run-2,3,0.7969877627863194,0.573149326172742,0.7919673674301851,0.5886661762540991,2
38,run-2,4,0.8004392845936618,0.5923892611807043,0.7957326639472858,0.6093398332595825,2
39,run-2,5,0.8067147787888296,0.5865717069669203,0.8001255098839034,0.6012642654505643,2
40,run-2,6,0.8264825855036084,0.5396648807959123,0.8167555695010982,0.5529162937944586,2
41,run-2,7,0.8327580796987762,0.5068945261565122,0.8293065578914339,0.5197116461667147,2
42,run-2,8,0.8371509256353938,0.4848580902273005,0.8340131785378099,0.4875813532959331,2
43,run-2,9,0.8399748980232193,0.4683759158307856,0.8371509256353938,0.47599201852625067,2
44,run-2,10,0.8412299968622529,0.47008194435726514,0.839661123313461,0.477303989908912,2
45,run-2,11,0.84374019454032,0.47314928336576983,0.8431126451208033,0.47617669809948315,2
46,run-2,12,0.8431126451208033,0.4624657847664573,0.8427988704110448,0.4618237587538632,2
47,run-2,13,0.8427988704110448,0.4529026692563837,0.8434264198305617,0.4520115418867631,2
48,run-2,14,0.842171320991528,0.4481915669007735,0.8434264198305617,0.4409518296068365,2
49,run-2,15,0.8409162221524945,0.44296335903081024,0.8440539692500785,0.4399310729720376,2
50,run-2,16,0.8427988704110448,0.44068402593786066,0.845309068089112,0.43593511256304657,2
51,run-3,0,0.7125823658613116,0.8913048505783081,0.7094446187637277,0.9478676644238558,2
52,run-3,1,0.7577659240665202,0.7155999487096613,0.7540006275494195,0.7550466060638428,2
53,run-3,2,0.7775337307812991,0.6599601425907828,0.7759648572325071,0.6849085796963085,2
54,run-3,3,0.787888296203326,0.622704803943634,0.7850643238155005,0.6412498165260662,2
55,run-3,4,0.796673988076561,0.6157915212891318,0.7885158456228428,0.6313062879172239,2
