,id,epoch,val_acc,val_loss,test_acc,test_loss,nepochs
0,run-0,0,0.5616535994297933,2.2203416228294373,0.5801853171774768,2.2434239983558655,8
1,run-0,1,0.7733428367783322,1.838188499212265,0.7590876692801141,1.8663975894451141,8
2,run-0,2,0.8474697077690663,1.6882721483707428,0.8410548823948681,1.7256456315517426,8
3,run-0,3,0.8660014255167499,1.628364235162735,0.8602993585174625,1.65605628490448,8
4,run-0,4,0.8745545260156807,1.554231345653534,0.8738417676407698,1.5788587033748627,8
5,run-0,5,0.8788310762651461,1.4567780792713165,0.8823948681397007,1.494931697845459,8
6,run-0,6,0.880256593014968,1.3551467955112457,0.880256593014968,1.39751535654068,8
7,run-0,7,0.8838203848895224,1.2857292592525482,0.8831076265146115,1.3133727312088013,8
8,run-0,8,0.8823948681397007,1.2153777182102203,0.8831076265146115,1.2394553124904633,8
9,run-0,9,0.8838203848895224,1.1288253962993622,0.8845331432644333,1.1726320087909698,8
10,run-0,10,0.8809693513898789,1.0600048899650574,0.8845331432644333,1.1041039824485779,8
11,run-0,11,0.8831076265146115,0.9862899631261826,0.8880969351389879,1.0310278683900833,8
12,run-0,12,0.8852459016393442,0.930357038974762,0.8930862437633642,0.9757477194070816,8
13,run-0,13,0.8888096935138988,0.8867795616388321,0.887384176764077,0.9157235473394394,8
14,run-0,14,0.8852459016393442,0.8343910723924637,0.8937990021382751,0.8747018724679947,8
15,run-0,15,0.8895224518888097,0.7894580513238907,0.8866714183891661,0.8182667642831802,8
16,run-0,16,0.8859586600142552,0.7493543028831482,0.8866714183891661,0.7777145206928253,8
17,run-0,17,0.8902352102637205,0.7178678959608078,0.8902352102637205,0.7547310292720795,8
18,run-0,18,0.8902352102637205,0.6837560683488846,0.8895224518888097,0.7237001061439514,8
19,run-0,19,0.8895224518888097,0.6643122881650925,0.8859586600142552,0.6902229487895966,8
20,run-0,20,0.887384176764077,0.6541455686092377,0.8888096935138988,0.6807301640510559,8
21,run-0,21,0.8831076265146115,0.6214536428451538,0.895224518888097,0.6501686722040176,8
22,run-0,22,0.8902352102637205,0.6068789958953857,0.8859586600142552,0.6436256915330887,8
23,run-1,0,0.3998574483250178,2.2867531776428223,0.3649322879543835,2.3247525691986084,8
24,run-1,1,0.7569493941553813,1.9039808511734009,0.7405559515324305,1.95372673869133,8
25,run-1,2,0.8389166072701354,1.739166647195816,0.8431931575196009,1.7764025628566742,8
26,run-1,3,0.8660014255167499,1.6311666071414948,0.8595866001425517,1.681090623140335,8
27,run-1,4,0.872416250890948,1.5499963760375977,0.8638631503920171,1.6016746759414673,8
28,run-1,5,0.8759800427655025,1.4915314614772797,0.8745545260156807,1.5322538614273071,8
29,run-1,6,0.8816821097647898,1.424287885427475,0.8766928011404134,1.466681033372879,8
30,run-1,7,0.887384176764077,1.3503432869911194,0.880256593014968,1.3916027545928955,8
31,run-1,8,0.8859586600142552,1.2743020057678223,0.8823948681397007,1.3264195621013641,8
32,run-1,9,0.8866714183891661,1.2001323997974396,0.8823948681397007,1.243160903453827,8
33,run-1,10,0.8895224518888097,1.1309243142604828,0.8845331432644333,1.1539994776248932,8
34,run-1,11,0.8916607270135424,1.0623040199279785,0.887384176764077,1.1044450104236603,8
35,run-1,12,0.8916607270135424,0.9909027516841888,0.8831076265146115,1.031804010272026,8
36,run-1,13,0.8895224518888097,0.9471800029277802,0.887384176764077,0.978051632642746,8
37,run-1,14,0.8909479686386315,0.8805549442768097,0.8838203848895224,0.9290278404951096,8
38,run-1,15,0.8895224518888097,0.8385439813137054,0.887384176764077,0.8770165592432022,8
