,id,epoch,val_acc,val_loss,test_acc,test_loss,bs
0,run-0,0,0.22523164647184604,2.707346737384796,0.21382751247327156,2.7210158705711365,32
1,run-0,1,0.5352815395580898,2.317369282245636,0.5238774055595153,2.344749689102173,32
2,run-0,2,0.7156094084105489,2.01764839887619,0.7049180327868853,2.0539408922195435,32
3,run-0,3,0.8039914468995011,1.7837766408920288,0.7947255880256593,1.8149405717849731,32
4,run-0,4,0.8353528153955809,1.6157909333705902,0.8253741981468282,1.6405986845493317,32
5,run-0,5,0.8474697077690663,1.4750083684921265,0.8467569493941554,1.5073752105236053,32
6,run-0,6,0.8688524590163934,1.3560696840286255,0.8595866001425517,1.3812319338321686,32
7,run-0,7,0.8738417676407698,1.2667666971683502,0.8681397006414825,1.2915244102478027,32
8,run-0,8,0.8831076265146115,1.1816278100013733,0.8766928011404134,1.2015109062194824,32
9,run-0,9,0.8852459016393442,1.1098341345787048,0.8823948681397007,1.1403535902500153,32
10,run-0,10,0.880256593014968,1.0401762425899506,0.8880969351389879,1.0663568079471588,32
11,run-0,11,0.8866714183891661,0.9857329428195953,0.8937990021382751,1.0022867321968079,32
12,run-0,12,0.8902352102637205,0.9255331754684448,0.8895224518888097,0.942305251955986,32
13,run-0,13,0.8895224518888097,0.8649214804172516,0.8916607270135424,0.9016190022230148,32
14,run-0,14,0.8902352102637205,0.8295833468437195,0.8909479686386315,0.8524099588394165,32
15,run-0,15,0.8909479686386315,0.7835056334733963,0.894511760513186,0.8169809877872467,32
16,run-0,16,0.8902352102637205,0.7482027113437653,0.8923734853884533,0.7706238478422165,32
17,run-0,17,0.8902352102637205,0.712971955537796,0.894511760513186,0.74289371073246,32
18,run-1,0,0.2608695652173913,2.6103630661964417,0.24875267284390593,2.63788902759552,32
19,run-1,1,0.5431218816821097,2.2515270709991455,0.5032074126870991,2.288357973098755,32
20,run-1,2,0.7626514611546685,1.954830378293991,0.7555238774055595,2.0056899785995483,32
21,run-1,3,0.8168210976478973,1.7336913645267487,0.8018531717747683,1.7957720756530762,32
22,run-1,4,0.84248039914469,1.5689533948898315,0.8296507483962936,1.624719113111496,32
23,run-1,5,0.8538845331432644,1.4508327543735504,0.8524590163934426,1.488021045923233,32
24,run-1,6,0.8602993585174625,1.3393837213516235,0.8588738417676408,1.392935186624527,32
25,run-1,7,0.8695652173913043,1.2628138363361359,0.8602993585174625,1.3091541528701782,32
26,run-1,8,0.8702779757662152,1.1843512058258057,0.8674269422665716,1.2251191437244415,32
27,run-1,9,0.8738417676407698,1.1152945458889008,0.8745545260156807,1.1517994701862335,32
28,run-1,10,0.8766928011404134,1.0460129380226135,0.8774055595153243,1.0786812007427216,32
29,run-1,11,0.8759800427655025,0.9741999357938766,0.8766928011404134,1.00621098279953,32
30,run-1,12,0.8809693513898789,0.9243033230304718,0.8809693513898789,0.9507799744606018,32
31,run-1,13,0.8859586600142552,0.8729683607816696,0.8831076265146115,0.8911411017179489,32
32,run-1,14,0.8809693513898789,0.8241720795631409,0.8845331432644333,0.8447767943143845,32
33,run-1,15,0.8823948681397007,0.775179535150528,0.8888096935138988,0.8065813928842545,32
34,run-1,16,0.887384176764077,0.742473766207695,0.8880969351389879,0.766727402806282,32
35,run-1,17,0.8859586600142552,0.7090276628732681,0.8895224518888097,0.7431078553199768,32
36,run-1,18,0.8845331432644333,0.6896135956048965,0.8859586600142552,0.7155739814043045,32
37,run-1,19,0.8859586600142552,0.6539396345615387,0.8916607270135424,0.6728156805038452,32
38,run-1,20,0.8902352102637205,0.6321600079536438,0.8937990021382751,0.6647067964076996,32
