,id,epoch,val_acc,val_loss,test_acc,test_loss,pretraining,lr_init
0,run-0,0,0.7166614370881706,0.6443104310469194,0.7219956071540634,0.6547040939331055,SwAV,0.002
1,run-0,1,0.7891433950423596,0.5982398824258284,0.7866331973642925,0.6113999919457869,SwAV,0.002
2,run-0,2,0.7979290869155946,0.5806993842124939,0.7951051145277691,0.5967006900093772,SwAV,0.002
3,run-0,3,0.8042045811107624,0.6089681495319713,0.8054596799497961,0.6325992454182018,SwAV,0.002
4,run-0,4,0.8098525258864135,0.6167170622132041,0.8104800753059304,0.6307765516367826,SwAV,0.002
5,run-0,5,0.8155004706620647,0.6341287818821993,0.8095387511766552,0.6544154394756664,SwAV,0.002
6,run-0,6,0.8321305302792595,0.565661454742605,0.8336994038280514,0.5754587216810747,SwAV,0.002
7,run-0,7,0.8308754314402259,0.5403128049590371,0.8343269532475682,0.5528098073872653,SwAV,0.002
8,run-0,8,0.8327580796987762,0.5271010209213604,0.8402886727329777,0.5369235331361945,SwAV,0.002
9,run-0,9,0.8346407279573267,0.5385419780557806,0.8384060244744274,0.5443678606640209,SwAV,0.002
10,run-0,10,0.8358958267963602,0.5679296553134918,0.8409162221524945,0.5780788497491316,SwAV,0.002
11,run-0,11,0.8358958267963602,0.5660765767097473,0.8384060244744274,0.5689035166393627,SwAV,0.002
12,run-0,12,0.8390335738939442,0.5380072376944802,0.8427988704110448,0.5370606509121981,SwAV,0.002
13,run-0,13,0.8374647003451522,0.5227198871699247,0.8431126451208033,0.5258670801466162,SwAV,0.002
14,run-0,14,0.8368371509256354,0.5243882645260204,0.8440539692500785,0.5212760296734896,SwAV,0.002
15,run-0,15,0.839661123313461,0.5247583308003165,0.8434264198305617,0.5189530361782421,SwAV,0.002
16,run-0,16,0.8409162221524945,0.5235923257741061,0.8446815186695952,0.517868388782848,SwAV,0.002
17,run-0,17,0.8427988704110448,0.5231868949803439,0.8427988704110448,0.5195429839871146,SwAV,0.002
18,run-0,18,0.8409162221524945,0.526581506837498,0.8449952933793536,0.5218215124173597,SwAV,0.002
19,run-0,19,0.8415437715720113,0.5342005464163694,0.8462503922183872,0.5276748754761436,SwAV,0.002
20,run-0,20,0.8415437715720113,0.5390055884014476,0.845309068089112,0.5303468622944572,SwAV,0.002
21,run-0,21,0.8415437715720113,0.5378367900848389,0.8459366175086288,0.5344524031335657,SwAV,0.002
22,run-0,22,0.8418575462817697,0.5433990792794661,0.8462503922183872,0.532841145992279,SwAV,0.002
23,run-1,0,0.742390963288359,0.7159451246261597,0.732036397866332,0.7744832309809598,SwAV,0.002
24,run-1,1,0.7524317540006276,0.8191867362369191,0.7449011609664261,0.845839489590038,SwAV,0.002
25,run-1,2,0.7728271101349231,0.7908915389667858,0.7674929400690305,0.811198657209223,SwAV,0.002
26,run-1,3,0.7882020709130844,0.6949412985281511,0.7797301537496077,0.7227751937779513,SwAV,0.002
27,run-1,4,0.7976153122058363,0.66825209422545,0.7951051145277691,0.6926307840780779,SwAV,0.002
28,run-1,5,0.8107938500156887,0.6705104762857611,0.8042045811107624,0.70293358781121,SwAV,0.002
29,run-1,6,0.8170693442108566,0.6545526493679393,0.8139315971132727,0.6920782002535734,SwAV,0.002
30,run-1,7,0.8311892061499843,0.5915309949354692,0.8277376843426419,0.6199491349133578,SwAV,0.002
31,run-1,8,0.838092249764669,0.5665743513540789,0.8315029808597427,0.5916233550418507,SwAV,0.002
32,run-1,9,0.8427988704110448,0.5397748296911066,0.8412299968622529,0.55131796002388,SwAV,0.002
33,run-1,10,0.8446815186695952,0.5340381237593564,0.8443677439598368,0.5365791510451924,SwAV,0.002
34,run-1,11,0.8399748980232193,0.5313600979068063,0.842171320991528,0.5358332774855874,SwAV,0.002
35,run-1,12,0.8415437715720113,0.5110576830127023,0.8424850957012865,0.5127516388893127,SwAV,0.002
36,run-1,13,0.8465641669281456,0.503193202343854,0.8443677439598368,0.5059047070416537,SwAV,0.002
37,run-1,14,0.845309068089112,0.5087673393162814,0.845309068089112,0.5111018554730848,SwAV,0.002
38,run-1,15,0.8456228427988705,0.5031412000005896,0.8434264198305617,0.5123142843896692,SwAV,0.002
39,run-1,16,0.8462503922183872,0.5013198419050737,0.8449952933793536,0.5036981430920687,SwAV,0.002
