,id,epoch,val_acc,val_loss,test_acc,test_loss,bs
0,run-0,0,0.6783809224976467,0.5962473858486522,0.6852839661123313,0.5921013463627208,32
1,run-0,1,0.737684342641983,0.5471581599929116,0.742390963288359,0.5395018079064109,32
2,run-0,2,0.7624725447128962,0.5118376883593473,0.761531220583621,0.505343572659926,32
3,run-0,3,0.7803577031691246,0.47840200770985,0.7797301537496077,0.47345315326343884,32
4,run-0,4,0.7929086915594603,0.44889372858134186,0.7954188892375275,0.4469007578763095,32
5,run-0,5,0.8079698776278632,0.42348666895519604,0.8082836523376216,0.4187787419015711,32
6,run-0,6,0.8117351741449639,0.3995561084964059,0.814245371823031,0.3980229307304729,32
7,run-0,7,0.8167555695010982,0.38762703267010773,0.8170693442108566,0.3876152959736911,32
8,run-0,8,0.8217759648572325,0.38117853890765796,0.8198933165986821,0.38245570117777045,32
9,run-0,9,0.82616881079385,0.3834753984754736,0.8252274866645748,0.38167878172614356,32
10,run-0,10,0.8277376843426419,0.38770642334764654,0.8249137119548164,0.3882449513131922,32
11,run-0,11,0.8321305302792595,0.3972960547967391,0.8315029808597427,0.3942555080760609,32
12,run-0,12,0.8352682773768434,0.4026439813050357,0.834954502667085,0.40073335441676056,32
13,run-0,13,0.8390335738939442,0.4105228077281605,0.8352682773768434,0.4102584963495081,32
14,run-0,14,0.8374647003451522,0.4191268574107777,0.8330718544085347,0.4162142032926733,32
15,run-0,15,0.8371509256353938,0.42212845249609515,0.8355820520866019,0.4177465411749753,32
16,run-0,16,0.8387197991841857,0.41726653413339093,0.839661123313461,0.41300810467113147,32
17,run-0,17,0.8399748980232193,0.41721923513845965,0.838092249764669,0.41518844257701526,32
18,run-0,18,0.8402886727329777,0.4178753982890736,0.8427988704110448,0.416292973540046,32
19,run-0,19,0.8446815186695952,0.4220238057049838,0.8427988704110448,0.41999904134056787,32
20,run-0,20,0.8443677439598368,0.42548772963610565,0.8449952933793536,0.4256397837942297,32
21,run-0,21,0.8412299968622529,0.43723047050562774,0.8431126451208033,0.4372685063969005,32
22,run-0,22,0.8402886727329777,0.4504989710721103,0.8465641669281456,0.44146528298204596,32
23,run-0,23,0.8409162221524945,0.4502677023410797,0.846877941637904,0.45026929541067645,32
24,run-0,24,0.8424850957012865,0.45135758410800586,0.8456228427988705,0.451957415450703,32
25,run-1,0,0.6614370881706935,0.5851795727556403,0.6821462190147474,0.5822686607187445,32
26,run-1,1,0.7323501725760904,0.5329326472499154,0.7427047379981173,0.5293189612301913,32
27,run-1,2,0.768748038908064,0.5027984218163923,0.7684342641983056,0.5004314969886433,32
28,run-1,3,0.7806714778788829,0.4743840044195002,0.7806714778788829,0.47118047692558984,32
29,run-1,4,0.7897709444618763,0.4472906264391812,0.7951051145277691,0.4427364604039626,32
30,run-1,5,0.8023219328522121,0.42249943722378125,0.8064010040790712,0.41945243965495715,32
31,run-1,6,0.8136178224035143,0.40494716980240564,0.8095387511766552,0.40436563708565454,32
32,run-1,7,0.818951992469407,0.3970722366463054,0.8101663005961719,0.39727115631103516,32
33,run-1,8,0.8220897395669909,0.39984182065183466,0.8101663005961719,0.3973921943794597,32
34,run-1,9,0.8271101349231252,0.40099917487664655,0.815814245371823,0.3987309390848333,32
35,run-1,10,0.834954502667085,0.404321242462505,0.8252274866645748,0.4005343561822718,32
36,run-1,11,0.8384060244744274,0.41080195253545587,0.8289927831816756,0.4113206321542913,32
37,run-1,12,0.8352682773768434,0.4196319823915308,0.82616881079385,0.42312722585418006,32
38,run-1,13,0.8409162221524945,0.428637526252053,0.8283652337621588,0.42787470058961347,32
39,run-1,14,0.8418575462817697,0.43304004723375494,0.8315029808597427,0.43041317571293225,32
40,run-1,15,0.8434264198305617,0.43421778624708,0.8358958267963602,0.4324868321418762,32
41,run-1,16,0.8418575462817697,0.4390539933334697,0.8374647003451522,0.4426436126232147,32
42,run-1,17,0.8440539692500785,0.4438202570785176,0.8387197991841857,0.4471857493573969,32
43,run-1,18,0.8456228427988705,0.4491817355155945,0.8399748980232193,0.44981374794786627,32
44,run-1,19,0.8440539692500785,0.4525940445336429,0.8409162221524945,0.4510234973647378,32
45,run-1,20,0.84374019454032,0.4582492140206424,0.8427988704110448,0.4557501809163527,32
46,run-1,21,0.8431126451208033,0.46252587708559906,0.84374019454032,0.4602935124527324,32
47,run-1,22,0.8424850957012865,0.4668206355788491,0.8418575462817697,0.4690593643621965,32
48,run-1,23,0.8412299968622529,0.4702681980349801,0.8431126451208033,0.4680909947915511,32
49,run-2,0,0.6529651710072168,0.6396813067522916,0.6733605271415124,0.6261759942228143,32
50,run-2,1,0.7122685911515532,0.5752674016085538,0.7229369312833386,0.561242705041712,32
51,run-2,2,0.7354879196736743,0.5287268215959723,0.7505491057420772,0.5168679573319175,32
52,run-2,3,0.7643551929714465,0.4933339682492343,0.7737684342641983,0.48390513929453766,32
53,run-2,4,0.7872607467838092,0.46399431878870184,0.792594916849702,0.4531375223940069,32
54,run-2,5,0.7979290869155946,0.43730519305575977,0.8010668340131786,0.42832526022737677,32
55,run-2,6,0.8114213994352055,0.41243599219755694,0.8092249764668967,0.4051921557296406,32
56,run-2,7,0.8224035142767493,0.3918366107073697,0.8148729212425478,0.3918232701041482,32
57,run-2,8,0.8277376843426419,0.38147249005057593,0.8183244430498902,0.3816885406320745,32
58,run-2,9,0.8371509256353938,0.379151466217908,0.820520866018199,0.38199822198260913,32
