,id,epoch,val_acc,val_loss,test_acc,test_loss,nepochs
0,run-0,0,0.7110134923125196,0.9199117367917841,0.7037966739880765,0.9578124718232588,4
1,run-0,1,0.7737684342641983,0.7375407110561024,0.7706306871666144,0.7699259194460782,4
2,run-0,2,0.7753373078129903,0.6902282021262429,0.7787888296203326,0.707221654328433,4
3,run-0,3,0.7819265767179165,0.6749210520224138,0.7797301537496077,0.6853874325752258,4
4,run-0,4,0.79102604330091,0.6374952738935297,0.7916535927204267,0.6524643003940582,4
5,run-0,5,0.8004392845936618,0.6056280705061826,0.798242861625353,0.6234511678869074,4
6,run-0,6,0.817383118920615,0.5766357291828502,0.8101663005961719,0.5910575958815488,4
7,run-0,7,0.8271101349231252,0.5444269424135034,0.8170693442108566,0.5623672360723669,4
8,run-0,8,0.8327580796987762,0.5039759413762526,0.8302478820207091,0.5132015103643591,4
9,run-0,9,0.8387197991841857,0.4777300330725583,0.8418575462817697,0.4834014502438632,4
10,run-0,10,0.8434264198305617,0.460750398310748,0.8409162221524945,0.46862105347893457,4
11,run-0,11,0.8449952933793536,0.4619315402074294,0.8393473486037025,0.4662151309576901,4
12,run-0,12,0.8493881393159711,0.45710827003825794,0.8418575462817697,0.4589950550686229,4
13,run-0,13,0.8503294634452463,0.44723028486425226,0.8446815186695952,0.445011090148579,4
14,run-0,14,0.8481330404769376,0.439309225841002,0.8446815186695952,0.43681512908502057,4
15,run-0,15,0.8446815186695952,0.43152848698876123,0.8456228427988705,0.42887021736665204,4
16,run-0,16,0.8478192657671791,0.429642070423473,0.845309068089112,0.4257071749730544,4
17,run-0,17,0.848446815186696,0.42747930775989185,0.8459366175086288,0.4249099953608079,4
18,run-1,0,0.7546281769689362,0.6906686316836964,0.742390963288359,0.7194860794327476,4
19,run-1,1,0.7706306871666144,0.6995043050159108,0.7706306871666144,0.7209358215332031,4
20,run-1,2,0.7762786319422654,0.6903829791329124,0.7725133354251648,0.7170625491575762,4
21,run-1,3,0.7872607467838092,0.6767759214748036,0.7794163790398494,0.7046021331440319,4
22,run-1,4,0.792594916849702,0.6552794088016857,0.792594916849702,0.6733151240782305,4
23,run-1,5,0.8067147787888296,0.614719420671463,0.8057734546595544,0.6263049244880676,4
24,run-1,6,0.8227172889865076,0.5702531283551996,0.812676498274239,0.5918553471565247,4
25,run-1,7,0.8264825855036084,0.547457448460839,0.8123627235644807,0.5693236101757396,4
26,run-1,8,0.8296203326011924,0.5237076445059343,0.8224035142767493,0.5365127704360269,4
27,run-1,9,0.8336994038280514,0.5069259215484966,0.8315029808597427,0.517061631787907,4
28,run-1,10,0.8393473486037025,0.47641688043420966,0.839661123313461,0.49108208038590173,4
29,run-1,11,0.845309068089112,0.45374394817785785,0.8384060244744274,0.47013281150297687,4
30,run-1,12,0.8440539692500785,0.4417233846404336,0.8399748980232193,0.4526557543060996,4
31,run-1,13,0.845309068089112,0.4310528961094943,0.842171320991528,0.44259418140758167,4
32,run-1,14,0.8456228427988705,0.42333056168122724,0.8456228427988705,0.4301413053816015,4
33,run-1,15,0.8465641669281456,0.4207389002496546,0.8449952933793536,0.426170985807072,4
34,run-1,16,0.8478192657671791,0.42590138858014887,0.845309068089112,0.4271445924585516,4
35,run-1,17,0.845309068089112,0.4183019291270863,0.8440539692500785,0.42234255238012836,4
36,run-1,18,0.8478192657671791,0.42079598795283923,0.8443677439598368,0.42154794389551337,4
37,run-1,19,0.8465641669281456,0.4181732643734325,0.845309068089112,0.41767802292650397,4
38,run-1,20,0.8471917163476623,0.4173621454022147,0.8440539692500785,0.41850541125644336,4
39,run-1,21,0.8465641669281456,0.41613735394044354,0.8449952933793536,0.41873134808106854,4
40,run-2,0,0.7185440853467211,0.815801663832231,0.7204267336052714,0.8526818481358615,4
41,run-2,1,0.7812990272983997,0.6636727831580422,0.7797301537496077,0.6840519309043884,4
42,run-2,2,0.7954188892375275,0.5939350886778398,0.7969877627863194,0.6191003485159441,4
43,run-2,3,0.8054596799497961,0.5838514512235468,0.7969877627863194,0.6119239980524237,4
44,run-2,4,0.8136178224035143,0.5666692392392592,0.8095387511766552,0.5791827115145597,4
45,run-2,5,0.8230310636962661,0.5560303763909773,0.8192657671791653,0.569907239892266,4
46,run-2,6,0.8321305302792595,0.5304524844343012,0.8252274866645748,0.5413030602715232,4
47,run-2,7,0.8318167555695011,0.5175292329354719,0.8286790084719171,0.5287039957263253,4
48,run-2,8,0.8355820520866019,0.48949520696293225,0.8355820520866019,0.4953662400895899,4
49,run-2,9,0.8406024474427362,0.46989083561030304,0.8390335738939442,0.4777514799074693,4
50,run-2,10,0.8409162221524945,0.4601323496211659,0.8406024474427362,0.4639058167284185,4
51,run-2,11,0.8427988704110448,0.4420565231279893,0.842171320991528,0.45100212639028375,4
52,run-2,12,0.84374019454032,0.4388611072843725,0.8440539692500785,0.43691836432977155,4
53,run-2,13,0.8434264198305617,0.43133329532363196,0.8465641669281456,0.43159323930740356,4
54,run-2,14,0.8443677439598368,0.4280019754713232,0.8449952933793536,0.4261398125778545,4
55,run-2,15,0.8465641669281456,0.42998863892121747,0.8434264198305617,0.42337641932747583,4
56,run-2,16,0.8481330404769376,0.42575249346819793,0.8427988704110448,0.42395262013782153,4
57,run-2,17,0.8493881393159711,0.42649989507415076,0.8443677439598368,0.421201535246589,4
58,run-2,18,0.8497019140257295,0.42798349261283875,0.8456228427988705,0.41867669874971564,4
59,run-2,19,0.8475054910574208,0.43065988475626166,0.846877941637904,0.42316980253566394,4
60,run-2,20,0.8465641669281456,0.43099588426676666,0.8471917163476623,0.4253428280353546,4
61,run-2,21,0.846877941637904,0.43103614720431244,0.8478192657671791,0.4242740977894176,4
62,run-2,22,0.8462503922183872,0.4339500069618225,0.8478192657671791,0.4223840886896307,4
63,run-3,0,0.7323501725760904,0.8108437386426058,0.7197991841857546,0.8684200211004778,4
64,run-3,1,0.771885786005648,0.6777267456054688,0.771885786005648,0.7012424252249978,4
65,run-3,2,0.7737684342641983,0.6567206870425831,0.7709444618763728,0.6700907620516691,4
66,run-3,3,0.7838092249764669,0.6202738014134493,0.7825541261374334,0.6417967270721089,4
67,run-3,4,0.7973015374960778,0.6030427271669562,0.792594916849702,0.6246567585251548,4
68,run-3,5,0.812676498274239,0.5658534060825001,0.8060872293693129,0.5827372832731768,4
69,run-3,6,0.8258550360840916,0.5359877618876371,0.8183244430498902,0.557694592259147,4
70,run-3,7,0.8283652337621588,0.5044523585926403,0.8224035142767493,0.5156201042912223,4
71,run-3,8,0.8368371509256354,0.4769230078567158,0.8333856291182931,0.4961233707991513,4
72,run-3,9,0.8393473486037025,0.46588357199322095,0.8336994038280514,0.4773451035672968,4
73,run-3,10,0.8390335738939442,0.4447179436683655,0.8390335738939442,0.45468236912380566,4
74,run-3,11,0.8418575462817697,0.4329768473451788,0.8415437715720113,0.440636623989452,4
