,id,epoch,val_acc,val_loss,test_acc,test_loss,coeff,aug
0,run-0,0,0.7558832758079699,0.5467393831773237,0.7514904298713524,0.5633562965826555,0.1,noise
1,run-0,1,0.7784750549105742,0.5288416607813402,0.770316912456856,0.5562993071295999,0.1,noise
2,run-0,2,0.7907122685911515,0.5372805839235132,0.7860056479447757,0.5593408833850514,0.1,noise
3,run-0,3,0.7929086915594603,0.5447497963905334,0.7891433950423596,0.565375338901173,0.1,noise
4,run-0,4,0.8035770316912457,0.5540256825360385,0.7954188892375275,0.5743216303261843,0.1,noise
5,run-0,5,0.8217759648572325,0.5292398875409906,0.8139315971132727,0.5496645515615289,0.1,noise
6,run-0,6,0.8308754314402259,0.505572497844696,0.8252274866645748,0.5199247707020153,0.1,noise
7,run-0,7,0.8343269532475682,0.4970601742917841,0.8296203326011924,0.5117083381522786,0.1,noise
8,run-0,8,0.8368371509256354,0.47637517614798114,0.8393473486037025,0.49352850968187506,0.1,noise
9,run-0,9,0.8374647003451522,0.47322371331128205,0.842171320991528,0.4843021197752519,0.1,noise
10,run-0,10,0.8399748980232193,0.4646582711826671,0.8424850957012865,0.4683332416144284,0.1,noise
11,run-0,11,0.8390335738939442,0.44622118364680896,0.8456228427988705,0.4508669457652352,0.1,noise
12,run-0,12,0.8434264198305617,0.4397282519123771,0.8424850957012865,0.44123153253035113,0.1,noise
13,run-0,13,0.84374019454032,0.43201414021578705,0.8459366175086288,0.4331249323758212,0.1,noise
14,run-0,14,0.8446815186695952,0.43358170173384925,0.8434264198305617,0.43649152463132684,0.1,noise
15,run-0,15,0.8434264198305617,0.4311677325855602,0.842171320991528,0.43239083073355933,0.1,noise
16,run-0,16,0.84374019454032,0.43161268396811053,0.8459366175086288,0.43241988799788733,0.1,noise
17,run-0,17,0.8446815186695952,0.42768047614531085,0.8471917163476623,0.4295932813124223,0.1,noise
18,run-0,18,0.8443677439598368,0.43070564757693897,0.8478192657671791,0.432404179464687,0.1,noise
19,run-0,19,0.8462503922183872,0.4285296174612912,0.8481330404769376,0.4279510026628321,0.1,noise
20,run-0,20,0.8475054910574208,0.4303518235683441,0.8478192657671791,0.43074762008406897,0.1,noise
21,run-0,21,0.8475054910574208,0.43250392512841657,0.846877941637904,0.43126165054061194,0.1,noise
22,run-0,22,0.8490743646062128,0.4371183189478787,0.845309068089112,0.4338981698859822,0.1,noise
23,run-0,23,0.8487605898964543,0.4396154284477234,0.8459366175086288,0.4351593012159521,0.1,noise
24,run-0,24,0.8475054910574208,0.43489464033733716,0.8446815186695952,0.4367177296768535,0.1,noise
25,run-0,25,0.8487605898964543,0.4395087415521795,0.8449952933793536,0.4387996792793274,0.1,noise
26,run-0,26,0.846877941637904,0.4431553455916318,0.8456228427988705,0.44059036536650226,0.1,noise
27,run-0,27,0.846877941637904,0.4434412501075051,0.8465641669281456,0.43862034515901044,0.1,noise
28,run-1,0,0.7715720112958896,0.49967684799974615,0.7640414182616881,0.5042913122610613,0.1,noise
29,run-1,1,0.7963602133668026,0.4647757681933316,0.7922811421399435,0.4749842584133148,0.1,noise
30,run-1,2,0.8129902729839975,0.46239945021542633,0.807028553498588,0.4747785519469868,0.1,noise
31,run-1,3,0.8180106683401318,0.45996895161542023,0.8117351741449639,0.4685943126678467,0.1,noise
32,run-1,4,0.8264825855036084,0.4448412467132915,0.8242861625352996,0.45207792249592865,0.1,noise
33,run-1,5,0.8299341073109507,0.4506976767019792,0.8299341073109507,0.46425252610986883,0.1,noise
34,run-1,6,0.842171320991528,0.4640109186822718,0.8324443049890179,0.47756434841589496,0.1,noise
35,run-1,7,0.842171320991528,0.4563063301823356,0.8384060244744274,0.4647995639931072,0.1,noise
36,run-1,8,0.8412299968622529,0.4456397593021393,0.84374019454032,0.4448115202513608,0.1,noise
37,run-1,9,0.8434264198305617,0.43803451548923145,0.8434264198305617,0.43789696422490204,0.1,noise
38,run-1,10,0.8424850957012865,0.4458432468501004,0.842171320991528,0.44625342975963245,0.1,noise
39,run-1,11,0.845309068089112,0.4493728252974423,0.8456228427988705,0.45018251646648755,0.1,noise
40,run-1,12,0.845309068089112,0.44899159940806305,0.8443677439598368,0.44773573225194757,0.1,noise
41,run-1,13,0.84374019454032,0.4443923424590718,0.848446815186696,0.4434873570095409,0.1,noise
42,run-1,14,0.8446815186695952,0.43666370890357276,0.8487605898964543,0.43497159535234625,0.1,noise
43,run-1,15,0.8434264198305617,0.4300482598218051,0.8471917163476623,0.43423183397813275,0.1,noise
44,run-1,16,0.845309068089112,0.43259468945589935,0.8465641669281456,0.43187218091704627,0.1,noise
45,run-2,0,0.7700031377470976,0.5693862519480966,0.7709444618763728,0.5903646783395247,0.1,noise
46,run-2,1,0.784750549105742,0.5754343867301941,0.7860056479447757,0.5969995964657177,0.1,noise
47,run-2,2,0.7907122685911515,0.551615671678023,0.7831816755569501,0.5747553543611006,0.1,noise
48,run-2,3,0.8048321305302792,0.5120170875029131,0.7932224662692187,0.5304171930659901,0.1,noise
49,run-2,4,0.818951992469407,0.4983805147084323,0.8117351741449639,0.510954271663319,0.1,noise
50,run-2,5,0.8230310636962661,0.4964031685482372,0.820520866018199,0.5082114636898041,0.1,noise
51,run-2,6,0.8330718544085347,0.4943117526444522,0.82616881079385,0.5059064897623929,0.1,noise
52,run-2,7,0.8333856291182931,0.4899858588522131,0.8340131785378099,0.5029478560794484,0.1,noise
53,run-2,8,0.8327580796987762,0.4792285886677829,0.838092249764669,0.4885172573002902,0.1,noise
54,run-2,9,0.8330718544085347,0.4752455841411244,0.8374647003451522,0.4805908799171448,0.1,noise
55,run-2,10,0.8384060244744274,0.46685469150543213,0.8374647003451522,0.4758969491178339,0.1,noise
56,run-2,11,0.8377784750549105,0.45872597802769055,0.8412299968622529,0.46546974778175354,0.1,noise
57,run-2,12,0.8390335738939442,0.4543990845030004,0.846877941637904,0.4584806100888686,0.1,noise
58,run-2,13,0.8424850957012865,0.4489039155569943,0.8449952933793536,0.4532435021617196,0.1,noise
59,run-2,14,0.8424850957012865,0.44480079683390533,0.842171320991528,0.45312505147673865,0.1,noise
60,run-2,15,0.8449952933793536,0.44900055636059155,0.8434264198305617,0.4493506496602839,0.1,noise
61,run-2,16,0.8440539692500785,0.4483623613010753,0.8456228427988705,0.4481452324173667,0.1,noise
62,run-2,17,0.8446815186695952,0.448079071261666,0.8475054910574208,0.4472474347461354,0.1,noise
63,run-2,18,0.8434264198305617,0.45327503843740985,0.8465641669281456,0.44756675308400934,0.1,noise
64,run-2,19,0.8440539692500785,0.4503791576082056,0.8462503922183872,0.44768197428096423,0.1,noise
65,run-2,20,0.8449952933793536,0.4473228129473599,0.8462503922183872,0.4461232938549735,0.1,noise
66,run-3,0,0.7646689676812048,0.5245753689245745,0.7561970505177282,0.5355983837084337,0.1,noise
67,run-3,1,0.7812990272983997,0.5153643786907196,0.7728271101349231,0.542665343392979,0.1,noise
68,run-3,2,0.770316912456856,0.5632051066918806,0.7678067147787888,0.5879598178646781,0.1,noise
69,run-3,3,0.7784750549105742,0.5648000159046866,0.7784750549105742,0.5767963122237812,0.1,noise
70,run-3,4,0.7969877627863194,0.554902353069999,0.7935362409789771,0.5712758248502557,0.1,noise
71,run-3,5,0.8155004706620647,0.5553348470817913,0.8057734546595544,0.5683991014957428,0.1,noise
72,run-3,6,0.8186382177596486,0.5476481372659857,0.8136178224035143,0.5680294741283763,0.1,noise
73,run-3,7,0.8249137119548164,0.536168550903147,0.815814245371823,0.5505174046212976,0.1,noise
74,run-3,8,0.8343269532475682,0.5158275257457386,0.8258550360840916,0.5281097780574452,0.1,noise
75,run-3,9,0.8390335738939442,0.49092536622827704,0.8327580796987762,0.5060820254412565,0.1,noise
76,run-3,10,0.8434264198305617,0.47163949500430713,0.8390335738939442,0.4818426262248646,0.1,noise
77,run-3,11,0.8443677439598368,0.456352407282049,0.8431126451208033,0.4645527113567699,0.1,noise
78,run-3,12,0.8406024474427362,0.45032353563742206,0.842171320991528,0.45547668771310285,0.1,noise
79,run-3,13,0.8418575462817697,0.4431064101782712,0.8478192657671791,0.4481389685110612,0.1,noise
80,run-3,14,0.8449952933793536,0.44020876288414,0.8449952933793536,0.44076029279015283,0.1,noise
81,run-3,15,0.8449952933793536,0.4361826912923293,0.8471917163476623,0.43684959411621094,0.1,noise
82,run-3,16,0.8443677439598368,0.436082896861163,0.8478192657671791,0.43635267561132257,0.1,noise
83,run-3,17,0.8462503922183872,0.43357894637367944,0.8478192657671791,0.4317463555119254,0.1,noise
84,run-3,18,0.8465641669281456,0.4286342100663619,0.8497019140257295,0.4276291700926694,0.1,noise
85,run-3,19,0.8440539692500785,0.42806256088343536,0.8518983369940383,0.4222042208368128,0.1,noise
86,run-3,20,0.8431126451208033,0.4296145601706071,0.8518983369940383,0.42236655950546265,0.1,noise
87,run-3,21,0.845309068089112,0.42695470560680737,0.8506432381550048,0.4202909686348655,0.1,noise
88,run-3,22,0.8456228427988705,0.43374406749551947,0.8493881393159711,0.42873175035823474,0.1,noise
89,run-4,0,0.7762786319422654,0.4753037934953516,0.7816128020081582,0.47824885086579755,0.1,noise
90,run-4,1,0.7875745214935677,0.49312193285335193,0.7875745214935677,0.5077699775045569,0.1,noise
91,run-4,2,0.8035770316912457,0.4945562048391862,0.798242861625353,0.5124124830419367,0.1,noise
92,run-4,3,0.8026357075619706,0.5148377120494843,0.8060872293693129,0.5298057388175618,0.1,noise
93,run-4,4,0.8183244430498902,0.49400876597924664,0.818951992469407,0.502508515661413,0.1,noise
94,run-4,5,0.8264825855036084,0.49799424138936127,0.8224035142767493,0.5129083367911252,0.1,noise
95,run-4,6,0.8346407279573267,0.494119562885978,0.8333856291182931,0.502305575392463,0.1,noise
96,run-4,7,0.838092249764669,0.48974949392405426,0.8409162221524945,0.4931080774827437,0.1,noise
97,run-4,8,0.8409162221524945,0.477044094692577,0.8415437715720113,0.47843888943845575,0.1,noise
98,run-4,9,0.8377784750549105,0.4565486826679923,0.8434264198305617,0.46363091468811035,0.1,noise
99,run-4,10,0.8412299968622529,0.44612933830781415,0.8462503922183872,0.44998760656876996,0.1,noise
100,run-4,11,0.8449952933793536,0.4395771405913613,0.8478192657671791,0.4352146901867606,0.1,noise
101,run-4,12,0.8446815186695952,0.43986951221119275,0.8478192657671791,0.43479896133596246,0.1,noise
102,run-4,13,0.8434264198305617,0.4404767697507685,0.8443677439598368,0.43329762057824567,0.1,noise
103,run-4,14,0.845309068089112,0.4400199976834384,0.8443677439598368,0.4343192143873735,0.1,noise
104,run-4,15,0.845309068089112,0.44169676303863525,0.8475054910574208,0.4352184777910059,0.1,noise
105,run-4,16,0.8465641669281456,0.43582269278439606,0.8481330404769376,0.4300631745295091,0.1,noise
