,id,epoch,val_acc,val_loss,test_acc,test_loss,epsilon
0,run-0,0,0.16108339272986458,2.895244061946869,0.1646471846044191,2.9477900862693787,0.05
1,run-0,1,0.3428367783321454,2.513829231262207,0.2936564504632929,2.577175736427307,0.05
2,run-0,2,0.5017818959372773,2.2197322845458984,0.4533143264433357,2.2635005712509155,0.05
3,run-0,3,0.6749821810406272,1.9579703509807587,0.639344262295082,2.020088702440262,0.05
4,run-0,4,0.7662152530292231,1.7640617191791534,0.7462580185317177,1.822388380765915,0.05
5,run-0,5,0.804704205274412,1.608243614435196,0.7918745545260156,1.6625479757785797,0.05
6,run-0,6,0.8232359230220955,1.4869821071624756,0.811831789023521,1.535786747932434,0.05
7,run-0,7,0.83464005702067,1.3804224133491516,0.82679971489665,1.431803822517395,0.05
8,run-0,8,0.8503207412687099,1.2882103621959686,0.8332145402708482,1.3489835262298584,0.05
9,run-0,9,0.8545972915181753,1.217005878686905,0.8439059158945118,1.2665206491947174,0.05
10,run-0,10,0.8652886671418389,1.1574591994285583,0.8503207412687099,1.1911031007766724,0.05
11,run-0,11,0.8688524590163934,1.0894877910614014,0.8638631503920171,1.1301179826259613,0.05
12,run-0,12,0.8709907341411262,1.0380216836929321,0.8695652173913043,1.072898030281067,0.05
13,run-0,13,0.8816821097647898,0.9845841526985168,0.8759800427655025,1.0202823281288147,0.05
14,run-0,14,0.8809693513898789,0.9395313560962677,0.8745545260156807,0.9717958122491837,0.05
15,run-0,15,0.8838203848895224,0.8851756155490875,0.8781183178902352,0.9230650514364243,0.05
16,run-0,16,0.8823948681397007,0.8454433083534241,0.8809693513898789,0.8875551372766495,0.05
17,run-0,17,0.8880969351389879,0.802186518907547,0.8774055595153243,0.8386321365833282,0.05
18,run-0,18,0.8902352102637205,0.757646307349205,0.887384176764077,0.8132469058036804,0.05
19,run-0,19,0.887384176764077,0.732738733291626,0.880256593014968,0.7783578038215637,0.05
20,run-0,20,0.887384176764077,0.7011702209711075,0.8823948681397007,0.7422756403684616,0.05
21,run-0,21,0.8866714183891661,0.673123300075531,0.8888096935138988,0.7087292522192001,0.05
22,run-0,22,0.8880969351389879,0.6485151499509811,0.887384176764077,0.6898674368858337,0.05
23,run-0,23,0.8888096935138988,0.6287050992250443,0.8880969351389879,0.666557639837265,0.05
24,run-1,0,0.203136136849608,2.839020788669586,0.18317890235210263,2.855717360973358,0.05
25,run-1,1,0.39629365645046327,2.487895965576172,0.3620812544547398,2.5112212896347046,0.05
26,run-1,2,0.5502494654312188,2.196490228176117,0.5146115466856735,2.230871558189392,0.05
27,run-1,3,0.68496079828938,1.9626002609729767,0.6685673556664291,1.988854706287384,0.05
28,run-1,4,0.7754811119030649,1.770080178976059,0.7733428367783322,1.795317143201828,0.05
29,run-1,5,0.8161083392729864,1.6120148301124573,0.8004276550249465,1.650217980146408,0.05
30,run-1,6,0.8325017818959373,1.4826106131076813,0.8161083392729864,1.5195394158363342,0.05
31,run-1,7,0.8403421240199572,1.3688775300979614,0.8303635067712045,1.4155920445919037,0.05
32,run-1,8,0.849607982893799,1.2876935601234436,0.8417676407697791,1.310119092464447,0.05
33,run-1,9,0.8595866001425517,1.1979100406169891,0.8531717747683535,1.2324670255184174,0.05
34,run-1,10,0.8702779757662152,1.125091165304184,0.8602993585174625,1.1471806466579437,0.05
35,run-1,11,0.8816821097647898,1.0492700934410095,0.8766928011404134,1.0811007916927338,0.05
36,run-1,12,0.8902352102637205,0.9854741096496582,0.8759800427655025,1.0132648050785065,0.05
37,run-1,13,0.8866714183891661,0.9313840866088867,0.8809693513898789,0.9582301527261734,0.05
38,run-1,14,0.894511760513186,0.8781521171331406,0.8895224518888097,0.9134981781244278,0.05
39,run-1,15,0.8866714183891661,0.8352710902690887,0.8831076265146115,0.8679465651512146,0.05
40,run-1,16,0.894511760513186,0.792572632431984,0.8923734853884533,0.8283151239156723,0.05
41,run-1,17,0.895224518888097,0.7533701807260513,0.894511760513186,0.7920941114425659,0.05
42,run-1,18,0.8959372772630079,0.7318803519010544,0.8930862437633642,0.7567620873451233,0.05
43,run-1,19,0.895224518888097,0.6901868581771851,0.8923734853884533,0.7332190722227097,0.05
44,run-1,20,0.895224518888097,0.6702282428741455,0.8937990021382751,0.7035027146339417,0.05
45,run-1,21,0.894511760513186,0.6412335932254791,0.894511760513186,0.6874719709157944,0.05
46,run-1,22,0.8966500356379188,0.6291153728961945,0.8923734853884533,0.6711053848266602,0.05
47,run-1,23,0.894511760513186,0.5992433726787567,0.8966500356379188,0.6500905305147171,0.05
48,run-2,0,0.11332858161083392,2.777416229248047,0.10477548111190306,2.8043907284736633,0.05
49,run-2,1,0.3414112615823236,2.459093928337097,0.3029223093371347,2.482474386692047,0.05
50,run-2,2,0.5295794725588026,2.1939154267311096,0.5253029223093372,2.222937822341919,0.05
51,run-2,3,0.7013542409123307,1.9587557911872864,0.6985032074126871,2.005831480026245,0.05
52,run-2,4,0.7740555951532431,1.7891171872615814,0.7683535281539559,1.8352468609809875,0.05
53,run-2,5,0.8032786885245902,1.636011689901352,0.8025659301496793,1.681560605764389,0.05
54,run-2,6,0.8168210976478973,1.5197768807411194,0.8182466143977192,1.5571517944335938,0.05
55,run-2,7,0.8325017818959373,1.4137620627880096,0.8282252316464719,1.4652831256389618,0.05
56,run-2,8,0.8360655737704918,1.3345422148704529,0.8360655737704918,1.365166574716568,0.05
57,run-2,9,0.8431931575196009,1.2459090054035187,0.8453314326443335,1.2862168550491333,0.05
58,run-2,10,0.8474697077690663,1.1736490428447723,0.8517462580185318,1.2132908999919891,0.05
59,run-2,11,0.8531717747683535,1.097307100892067,0.8567355666429081,1.1506867408752441,0.05
60,run-2,12,0.8617248752672844,1.0510997772216797,0.8624376336421953,1.0955980718135834,0.05
61,run-2,13,0.8667141838916608,0.9831999689340591,0.8660014255167499,1.020548790693283,0.05
62,run-2,14,0.8759800427655025,0.9341755211353302,0.8709907341411262,0.9727673083543777,0.05
63,run-2,15,0.8788310762651461,0.8740088045597076,0.8688524590163934,0.9066106826066971,0.05
64,run-2,16,0.8788310762651461,0.8171073645353317,0.8781183178902352,0.865707591176033,0.05
65,run-2,17,0.8838203848895224,0.7742003947496414,0.880256593014968,0.8076140284538269,0.05
66,run-2,18,0.8888096935138988,0.7399921119213104,0.8838203848895224,0.776806190609932,0.05
67,run-2,19,0.8923734853884533,0.7051909267902374,0.8823948681397007,0.7453780919313431,0.05
68,run-2,20,0.8930862437633642,0.677398219704628,0.887384176764077,0.7086849063634872,0.05
69,run-2,21,0.8852459016393442,0.6465494632720947,0.887384176764077,0.6847028583288193,0.05
70,run-2,22,0.8930862437633642,0.6189704388380051,0.8880969351389879,0.6661035418510437,0.05
