,id,epoch,val_acc,val_loss,test_acc,test_loss,coeff,aug
0,run-0,0,0.4789736279401283,2.4775227308273315,0.47540983606557374,2.481698155403137,0.1,noise
1,run-0,1,0.7982893799002139,2.003085970878601,0.7704918032786885,2.02441269159317,0.1,noise
2,run-0,2,0.8431931575196009,1.6720782816410065,0.8339272986457591,1.7101269662380219,0.1,noise
3,run-0,3,0.8581610833927299,1.4444309771060944,0.8581610833927299,1.4911898076534271,0.1,noise
4,run-0,4,0.8652886671418389,1.274956852197647,0.872416250890948,1.3284715116024017,0.1,noise
5,run-0,5,0.8738417676407698,1.1434058845043182,0.8731290092658589,1.1845845580101013,0.1,noise
6,run-0,6,0.8731290092658589,1.0509937107563019,0.8845331432644333,1.0889632999897003,0.1,noise
7,run-0,7,0.8759800427655025,0.9702685177326202,0.8788310762651461,1.0087041407823563,0.1,noise
8,run-0,8,0.8809693513898789,0.8994428068399429,0.8859586600142552,0.958632618188858,0.1,noise
9,run-0,9,0.8816821097647898,0.84823177754879,0.8823948681397007,0.8916105926036835,0.1,noise
10,run-0,10,0.8859586600142552,0.8071319013834,0.8845331432644333,0.8465203791856766,0.1,noise
11,run-0,11,0.8866714183891661,0.7645120024681091,0.8916607270135424,0.7892702668905258,0.1,noise
12,run-0,12,0.8852459016393442,0.7359881550073624,0.8852459016393442,0.7704336494207382,0.1,noise
13,run-0,13,0.8888096935138988,0.7002967000007629,0.887384176764077,0.7415319830179214,0.1,noise
14,run-0,14,0.8816821097647898,0.6688524186611176,0.8937990021382751,0.7047779709100723,0.1,noise
15,run-0,15,0.880256593014968,0.6662310063838959,0.8930862437633642,0.6837374269962311,0.1,noise
16,run-0,16,0.8852459016393442,0.6379977762699127,0.8852459016393442,0.6661771535873413,0.1,noise
17,run-0,17,0.8888096935138988,0.617163211107254,0.887384176764077,0.6437744349241257,0.1,noise
18,run-0,18,0.8831076265146115,0.6051137745380402,0.894511760513186,0.6332602798938751,0.1,noise
19,run-1,0,0.4896650035637919,2.442904472351074,0.5060584461867427,2.423632860183716,0.1,noise
20,run-1,1,0.8082679971489665,1.9870800375938416,0.797576621525303,1.9985595643520355,0.1,noise
21,run-1,2,0.8524590163934426,1.6690746545791626,0.8289379900213828,1.6929562389850616,0.1,noise
22,run-1,3,0.8709907341411262,1.4449056386947632,0.8374910905203136,1.4818006455898285,0.1,noise
23,run-1,4,0.8660014255167499,1.2772444486618042,0.8531717747683535,1.3310324251651764,0.1,noise
