,id,epoch,val_acc,val_loss,test_acc,test_loss,nprotos
0,run-0,0,0.25374198146828225,2.46744567155838,0.24019957234497505,2.5092356204986572,10
1,run-0,1,0.6500356379187455,2.043795943260193,0.5937277263007841,2.080227851867676,10
2,run-0,2,0.7733428367783322,1.789387971162796,0.7498218104062723,1.843310534954071,10
3,run-0,3,0.8082679971489665,1.648553878068924,0.8054169636493229,1.6770422756671906,10
4,run-0,4,0.82679971489665,1.5335539877414703,0.8225231646471846,1.5690448880195618,10
5,run-0,5,0.8360655737704918,1.4358659386634827,0.8453314326443335,1.4747887551784515,10
6,run-0,6,0.8474697077690663,1.350306212902069,0.8538845331432644,1.3884466886520386,10
7,run-0,7,0.8595866001425517,1.2951258420944214,0.8652886671418389,1.3195471465587616,10
8,run-0,8,0.8610121168923734,1.213587999343872,0.8774055595153243,1.246232122182846,10
9,run-0,9,0.8695652173913043,1.1396363079547882,0.8809693513898789,1.165434092283249,10
10,run-0,10,0.8745545260156807,1.0733185708522797,0.8823948681397007,1.1026603281497955,10
11,run-0,11,0.8745545260156807,1.009008139371872,0.8823948681397007,1.0456281006336212,10
12,run-0,12,0.8781183178902352,0.9474822282791138,0.8930862437633642,0.9829618483781815,10
13,run-0,13,0.880256593014968,0.8969321250915527,0.8895224518888097,0.9307919442653656,10
14,run-0,14,0.8831076265146115,0.8397776484489441,0.887384176764077,0.8709028661251068,10
15,run-0,15,0.8809693513898789,0.7932196259498596,0.8895224518888097,0.8340326398611069,10
16,run-0,16,0.879543834640057,0.7614032477140427,0.887384176764077,0.7951733022928238,10
17,run-0,17,0.8838203848895224,0.7171073257923126,0.8880969351389879,0.7547431737184525,10
18,run-0,18,0.8866714183891661,0.7054415047168732,0.8916607270135424,0.7230034917593002,10
19,run-0,19,0.8866714183891661,0.662002369761467,0.8916607270135424,0.699796050786972,10
20,run-0,20,0.887384176764077,0.6470955312252045,0.8852459016393442,0.680796429514885,10
21,run-0,21,0.8845331432644333,0.6304255425930023,0.8902352102637205,0.6565431952476501,10
22,run-0,22,0.8845331432644333,0.61370849609375,0.8916607270135424,0.6349762678146362,10
23,run-0,23,0.8866714183891661,0.5982235670089722,0.8937990021382751,0.6246476024389267,10
24,run-1,0,0.41696364932287955,2.491000473499298,0.36635780470420526,2.5408096313476562,10
25,run-1,1,0.6486101211689237,2.1007018089294434,0.6236635780470421,2.151478409767151,10
26,run-1,2,0.7619387027797576,1.8471387922763824,0.751960085531005,1.8970688581466675,10
27,run-1,3,0.8075552387740556,1.6764070093631744,0.8139700641482538,1.7178493738174438,10
28,run-1,4,0.8332145402708482,1.544663906097412,0.8374910905203136,1.5942920744419098,10
29,run-1,5,0.8403421240199572,1.4512633979320526,0.8467569493941554,1.508952111005783,10
30,run-1,6,0.8474697077690663,1.382258653640747,0.8567355666429081,1.4398697316646576,10
31,run-1,7,0.8610121168923734,1.310507744550705,0.8652886671418389,1.3676349818706512,10
32,run-1,8,0.8674269422665716,1.2541458904743195,0.8660014255167499,1.3060816526412964,10
33,run-1,9,0.8709907341411262,1.173644095659256,0.8788310762651461,1.2342345416545868,10
34,run-1,10,0.8738417676407698,1.1093798875808716,0.8759800427655025,1.1639573574066162,10
35,run-1,11,0.8766928011404134,1.0346242934465408,0.8845331432644333,1.1015034317970276,10
36,run-1,12,0.879543834640057,0.988728865981102,0.879543834640057,1.035746544599533,10
37,run-1,13,0.8788310762651461,0.9320445656776428,0.8852459016393442,0.9823894500732422,10
38,run-1,14,0.8816821097647898,0.8882083147764206,0.8888096935138988,0.9240373522043228,10
39,run-1,15,0.887384176764077,0.8466745316982269,0.8880969351389879,0.8783236891031265,10
40,run-1,16,0.8888096935138988,0.7970418334007263,0.8880969351389879,0.8365387916564941,10
41,run-1,17,0.8888096935138988,0.7602103799581528,0.8866714183891661,0.8131063282489777,10
42,run-1,18,0.8880969351389879,0.7385880351066589,0.8916607270135424,0.771395355463028,10
43,run-1,19,0.8916607270135424,0.7085412591695786,0.8895224518888097,0.7491128593683243,10
44,run-1,20,0.8930862437633642,0.6913731843233109,0.8923734853884533,0.7150449007749557,10
45,run-1,21,0.8902352102637205,0.6620101183652878,0.8852459016393442,0.6955571621656418,10
46,run-1,22,0.8880969351389879,0.6353789120912552,0.8880969351389879,0.673540323972702,10
47,run-1,23,0.8916607270135424,0.6331137716770172,0.8923734853884533,0.6570543795824051,10
48,run-1,24,0.8880969351389879,0.6095429807901382,0.8888096935138988,0.6461568176746368,10
49,run-1,25,0.8895224518888097,0.5935683697462082,0.8888096935138988,0.6239933371543884,10
50,run-2,0,0.37491090520313614,2.669716000556946,0.315751960085531,2.673362672328949,10
51,run-2,1,0.7540983606557377,2.2101202607154846,0.7127583749109052,2.230586528778076,10
52,run-2,2,0.8061297220242338,1.9088936150074005,0.7875980042765502,1.9239422082901,10
53,run-2,3,0.8168210976478973,1.6866372227668762,0.8089807555238774,1.7298375368118286,10
54,run-2,4,0.8403421240199572,1.5458590984344482,0.8360655737704918,1.5999591052532196,10
55,run-2,5,0.8567355666429081,1.4504620134830475,0.8510334996436208,1.4863671958446503,10
56,run-2,6,0.8638631503920171,1.3559816181659698,0.8602993585174625,1.4018047153949738,10
57,run-2,7,0.8731290092658589,1.2817504405975342,0.8631503920171062,1.3170846998691559,10
